sale_hour,sale_date,drink_name,milk_type,quantity,revenue,takeaway,syrup,location
09:50:00,26/03/2026,Cappuccino,OAT MILK,1,0,No,0,Coburt
10:01:00,26/03/2026,Tea Iris Break,0,1,0,Yes,0,Coburt
10:01:00,26/03/2026,Latte,Regular,1,0,Yes,0,Coburt
10:05:00,26/03/2026,Cappuccino,Regular,1,0,Yes,0,Coburt
10:05:00,26/03/2026,ICE Americano,0,2,0,Yes,0,Coburt
10:05:00,26/03/2026,ICE Americano,0,1,0,No,0,Coburt
10:05:00,26/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
10:11:00,26/03/2026,ICE Latte,Regular,1,0,No,0,Coburt
10:17:00,26/03/2026,Americano,0,1,0,No,0,Coburt
10:17:00,26/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
10:16:00,26/03/2026,Americano,0,1,0,No,0,Coburt
10:16:00,26/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
10:22:00,26/03/2026,Americano,0,1,0,No,0,Coburt
10:22:00,26/03/2026,Americano,0,2,0,No,0,Coburt
10:31:00,26/03/2026,Cortado,Regular,1,0,No,0,Coburt
10:31:00,26/03/2026,D Espresso,0,2,0,No,0,Coburt
10:36:00,26/03/2026,Americano,0,1,0,No,0,Coburt
10:36:00,26/03/2026,Americano,0,2,0,No,0,Coburt
06:35:00,28/03/2026,Chai Latte,Regular,1,0,No,0,Coburt
06:35:00,28/03/2026,Latte,Regular,2,0,No,Caramel,Coburt
06:35:00,28/03/2026,Latte,Regular,3,0,No,Caramel,Coburt
06:35:00,28/03/2026,Mocha,Regular,4,0,No,0,Coburt
06:38:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
06:40:00,28/03/2026,Cappuccino,OAT MILK,1,0,No,0,Coburt
06:50:00,28/03/2026,Cappuccino,OAT MILK,1,0,No,0,Coburt
06:50:00,28/03/2026,Ice Green Tea,0,2,0,No,0,Coburt
06:54:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
06:58:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
07:02:00,28/03/2026,Large French P,0,1,0,No,0,Coburt
07:02:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
07:10:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
07:10:00,28/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
07:14:00,28/03/2026,Flat White,Regular,1,0,No,0,Coburt
07:18:00,28/03/2026,ICE Latte,Regular,1,0,No,0,Coburt
07:20:00,28/03/2026,Americano,0,1,0,No,0,Coburt
07:20:00,28/03/2026,Latte,OAT MILK,2,0,No,0,Coburt
07:28:00,28/03/2026,Cappuccino,Regular,1,0,Yes,0,Coburt
07:35:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
07:35:00,28/03/2026,Hot Chocolate,Regular,1,0,No,0,Coburt
07:38:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
07:40:00,28/03/2026,Flat White,Regular,1,0,No,0,Coburt
07:40:00,28/03/2026,Flat White,Regular,2,0,No,0,Coburt
07:37:00,28/03/2026,Latte,Regular,1,0,No,0,Coburt
07:37:00,28/03/2026,Americano,Regular,2,0,No,0,Coburt
07:58:00,28/03/2026,Latte,Regular,1,0,No,0,Coburt
07:58:00,28/03/2026,Latte,Regular,2,0,No,0,Coburt
07:58:00,28/03/2026,Large French P,0,3,0,No,0,Coburt
07:54:00,28/03/2026,Americano,0,1,0,No,0,Coburt
07:54:00,28/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
07:50:00,28/03/2026,Large French P,0,1,0,No,0,Coburt
07:49:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
07:49:00,28/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
07:49:00,28/03/2026,Americano,0,3,0,No,0,Coburt
07:47:00,28/03/2026,Latte,Regular,1,0,Yes,0,Coburt
07:39:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
07:39:00,28/03/2026,Hot Chocolate,Regular,2,0,No,0,Coburt
08:05:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:05:00,28/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
08:08:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:08:00,28/03/2026,Americano,0,2,0,No,0,Coburt
08:10:00,28/03/2026,Latte,Regular,1,0,No,0,Coburt
08:13:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:13:00,28/03/2026,Flat White,Regular,1,0,No,0,Coburt
08:13:00,28/03/2026,Americano,0,2,0,No,0,Coburt
08:17:00,28/03/2026,Green tea,0,1,0,No,0,Coburt
08:24:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
08:24:00,28/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
08:24:00,28/03/2026,Flat White,Regular,3,0,No,0,Coburt
08:26:00,28/03/2026,Hot Chocolate,Regular,1,0,No,0,Coburt
08:28:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:29:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:30:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:30:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:35:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:35:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:35:00,28/03/2026,Latte,Almond,1,0,No,Caramel,Coburt
08:35:00,28/03/2026,Latte,Almond,2,0,No,Caramel,Coburt
08:36:00,28/03/2026,Flat White,Regular,1,0,No,0,Coburt
08:36:00,28/03/2026,Flat White,Regular,2,0,No,0,Coburt
08:36:00,28/03/2026,Tea Iris Break,0,3,0,No,0,Coburt
08:39:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:39:00,28/03/2026,Latte,Almond,1,0,No,Caramel,Coburt
08:39:00,28/03/2026,Americano,0,2,0,No,0,Coburt
08:39:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
08:39:00,28/03/2026,Latte,Regular,2,0,No,0,Coburt
08:40:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:40:00,28/03/2026,Americano,0,2,0,No,0,Coburt
08:45:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:45:00,28/03/2026,Flat White,Skinny,2,0,No,0,Coburt
08:45:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:41:00,28/03/2026,Hot Chocolate,Regular,1,0,No,0,Coburt
08:41:00,28/03/2026,D Espresso,0,1,0,No,0,Coburt
08:53:00,28/03/2026,Latte,Almond,1,0,No,Caramel,Coburt
08:51:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:51:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
08:51:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:52:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:47:00,28/03/2026,Latte,Regular,1,0,No,Vanilla,Coburt
09:02:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:02:00,28/03/2026,Flat White,Regular,2,0,No,0,Coburt
09:02:00,28/03/2026,Latte,Almond,3,0,No,Caramel,Coburt
08:57:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:57:00,28/03/2026,Americano,0,2,0,No,0,Coburt
08:59:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:59:00,28/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
08:59:00,28/03/2026,Cappuccino,OAT MILK,1,0,No,0,Coburt
08:57:00,28/03/2026,Americano,0,1,0,No,0,Coburt
08:57:00,28/03/2026,Americano,OAT MILK,2,0,No,0,Coburt
08:56:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:04:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:04:00,28/03/2026,Americano,0,2,0,No,0,Coburt
09:07:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:01:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:38:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:38:00,28/03/2026,Americano,0,2,0,No,0,Coburt
09:36:00,28/03/2026,Large French P,0,1,0,No,0,Coburt
09:37:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:32:00,28/03/2026,Latte,Regular,1,0,No,0,Coburt
09:32:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:34:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:34:00,28/03/2026,Americano,0,2,0,No,0,Coburt
09:32:00,28/03/2026,Small French P,0,1,0,No,0,Coburt
09:32:00,28/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
09:27:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:26:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:26:00,28/03/2026,Tea Camomile,0,2,0,No,0,Coburt
09:26:00,28/03/2026,Tea Early Grey,0,3,0,No,0,Coburt
09:24:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:23:00,28/03/2026,Americano,0,1,0,Yes,0,Coburt
09:23:00,28/03/2026,Americano,0,2,0,Yes,0,Coburt
09:20:00,28/03/2026,Large French P,0,1,0,No,0,Coburt
09:20:00,28/03/2026,Latte,Regular,1,0,No,Vanilla,Coburt
09:17:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:11:00,28/03/2026,Large French P,0,1,0,No,0,Coburt
09:10:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:04:00,28/03/2026,D Espresso,0,1,0,No,0,Coburt
09:04:00,28/03/2026,D Espresso,0,2,0,No,0,Coburt
09:35:00,28/03/2026,Latte,Regular,1,0,Yes,0,Coburt
09:35:00,28/03/2026,Americano,0,2,0,Yes,0,Coburt
09:37:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:43:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:43:00,28/03/2026,Americano,0,2,0,No,0,Coburt
09:43:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:43:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:39:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
06:41:00,28/03/2026,Americano,0,1,0,No,0,Coburt
06:41:00,28/03/2026,Americano,0,2,0,No,0,Coburt
06:41:00,28/03/2026,Tea Iris Break,0,3,0,No,0,Coburt
06:41:00,28/03/2026,Tea Iris Break,0,4,0,No,0,Coburt
09:59:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
10:00:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
10:00:00,28/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
10:00:00,28/03/2026,Flat White,Regular,1,0,No,0,Coburt
10:00:00,28/03/2026,Flat White,Regular,2,0,No,0,Coburt
09:58:00,28/03/2026,Flat White,Skinny,1,0,No,0,Coburt
09:58:00,28/03/2026,Americano,0,2,0,No,0,Coburt
09:56:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:56:00,28/03/2026,Americano,0,2,0,No,0,Coburt
09:56:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:56:00,28/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
09:55:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:51:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:51:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:51:00,28/03/2026,Americano,0,2,0,No,0,Coburt
09:47:00,28/03/2026,Tea PP Mint,0,1,0,No,0,Coburt
09:47:00,28/03/2026,Large French P,0,2,0,No,0,Coburt
09:43:00,28/03/2026,Small French P,0,1,0,No,0,Coburt
09:41:00,28/03/2026,Americano,0,1,0,No,0,Coburt
09:42:00,28/03/2026,Latte,Regular,1,0,No,Caramel,Coburt
10:01:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:08:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:08:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:08:00,26/03/2026,Americano,0,1,0,No,0,Coburt
10:08:00,28/03/2026,Americano,0,2,0,No,0,Coburt
10:09:00,28/03/2026,Flat White,Regular,1,0,No,0,Coburt
10:11:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:16:00,28/03/2026,Tea PP Mint,0,1,0,No,0,Coburt
10:16:00,28/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
10:18:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:26:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:26:00,28/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
10:26:00,28/03/2026,Cappuccino,Regular,3,0,No,0,Coburt
10:26:00,28/03/2026,D Espresso,0,4,0,No,0,Coburt
10:27:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:22:00,28/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
10:22:00,28/03/2026,Cappuccino,Skinny,2,0,No,0,Coburt
10:22:00,28/03/2026,Americano,0,3,0,No,0,Coburt
10:22:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:24:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:29:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:26:00,28/03/2026,Small French P,0,1,0,No,0,Coburt
10:29:00,28/03/2026,Flat White,Regular,1,0,No,0,Coburt
10:29:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:33:00,28/03/2026,Espresso,0,1,0,No,0,Coburt
10:36:00,28/03/2026,Americano,0,1,0,Yes,0,Coburt
10:39:00,28/03/2026,Americano,0,1,0,No,0,Coburt
10:39:00,28/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
10:45:00,28/03/2026,Cortado,Regular,1,0,No,0,Coburt
10:44:00,28/03/2026,Cappuccino,Skinny,1,0,No,0,Coburt
10:53:00,28/03/2026,Americano,0,1,0,No,0,Coburt
11:14:00,28/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
11:15:00,28/03/2026,Americano,0,1,0,No,0,Coburt
11:15:00,28/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
11:15:00,28/03/2026,Americano,0,1,0,No,0,Coburt
11:15:00,28/03/2026,Americano,0,2,0,No,0,Coburt
06:48:00,29/03/2026,Americano,0,1,0,No,0,Coburt
06:48:00,29/03/2026,Americano,0,2,0,No,0,Coburt
06:53:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
06:53:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
06:59:00,29/03/2026,Cappuccino,Regular,1,0,Yes,0,Coburt
07:07:00,29/03/2026,Flat White,Regular,1,0,No,0,Coburt
07:09:00,29/03/2026,Americano,0,1,0,No,0,Coburt
07:11:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
07:25:00,29/03/2026,Americano,0,1,0,No,0,Coburt
07:25:00,29/03/2026,Flat White,Regular,2,0,No,0,Coburt
07:28:00,29/03/2026,Americano,0,1,0,No,0,Coburt
07:42:00,29/03/2026,Latte,Regular,1,0,No,0,Coburt
07:42:00,29/03/2026,Cappuccino,OAT MILK,2,0,No,0,Coburt
11:06:00,29/03/2026,Cappuccino,Regular,1,0,No,Vanilla,Coburt
11:06:00,29/03/2026,Americano,0,2,0,No,0,Coburt
07:44:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
07:44:00,29/03/2026,Green tea,0,2,0,No,0,Coburt
07:47:00,29/03/2026,Latte,Regular,1,0,No,0,Coburt
07:47:00,29/03/2026,Latte,Regular,2,0,No,0,Coburt
07:48:00,29/03/2026,Macchiato,OAT MILK,1,0,No,Caramel,Coburt
07:48:00,29/03/2026,Latte,Almond,2,0,No,0,Coburt
07:48:00,29/03/2026,Hot Chocolate,Regular,3,0,No,0,Coburt
07:48:00,29/03/2026,Hot Chocolate,Regular,4,0,No,0,Coburt
07:50:00,29/03/2026,Americano,0,1,0,No,0,Coburt
08:00:00,29/03/2026,Latte,Soya,1,0,Yes,0,Coburt
07:59:00,29/03/2026,Latte,Almond,1,0,No,Caramel,Coburt
07:59:00,29/03/2026,Americano,0,2,0,No,0,Coburt
08:03:00,29/03/2026,Large French P,0,1,0,No,0,Coburt
08:08:00,29/03/2026,Americano,0,1,0,No,0,Coburt
08:08:00,29/03/2026,Americano,Almond,2,0,No,0,Coburt
08:13:00,29/03/2026,Cappuccino,OAT MILK,1,0,No,0,Coburt
08:13:00,29/03/2026,Latte,Almond,1,0,No,0,Coburt
08:14:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
08:17:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:18:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:23:00,29/03/2026,Latte,0,1,0,No,0,Coburt
08:25:00,29/03/2026,Cappuccino,OAT MILK,1,0,Yes,0,Coburt
08:29:00,29/03/2026,Americano,0,1,0,No,0,Coburt
08:30:00,29/03/2026,Americano,Cream OTS,1,0,Yes,0,Coburt
08:33:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:33:00,29/03/2026,Tea PP Mint,0,2,0,No,0,Coburt
08:34:00,29/03/2026,Latte,Regular,1,0,No,0,Coburt
08:34:00,29/03/2026,Latte,Regular,2,0,No,0,Coburt
08:36:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
08:36:00,29/03/2026,Latte,Almond,2,0,No,0,Coburt
08:36:00,29/03/2026,Americano,0,1,0,No,0,Coburt
08:33:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:36:00,29/03/2026,Large French P,0,1,0,No,0,Coburt
08:41:00,29/03/2026,Cappuccino,OAT MILK,1,0,Yes,0,Coburt
08:43:00,29/03/2026,Americano,0,1,0,No,0,Coburt
08:43:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
08:46:00,29/03/2026,Cappuccino,OAT MILK,1,0,No,0,Coburt
08:50:00,29/03/2026,Large French P,0,1,0,No,0,Coburt
08:47:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:47:00,29/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
08:51:00,29/03/2026,Cappuccino,Regular,1,0,Yes,0,Coburt
08:51:00,29/03/2026,Latte,Regular,2,0,Yes,0,Coburt
08:53:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:53:00,29/03/2026,Small French P,0,2,0,No,0,Coburt
08:54:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:56:00,29/03/2026,Americano,0,1,0,Yes,0,Coburt
08:56:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
08:56:00,29/03/2026,Americano,0,2,0,No,0,Coburt
08:58:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
08:58:00,29/03/2026,Latte,Almond,2,0,No,0,Coburt
09:01:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:01:00,29/03/2026,Tea PP Mint,0,2,0,No,0,Coburt
09:07:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:07:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
09:07:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:08:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:10:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:10:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:12:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:12:00,29/03/2026,Latte,Regular,2,0,No,0,Coburt
09:13:00,29/03/2026,Espresso,0,1,0,No,0,Coburt
09:13:00,29/03/2026,Espresso,0,2,0,No,0,Coburt
09:13:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:14:00,29/03/2026,Small French P,0,1,0,No,0,Coburt
09:14:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
09:15:00,29/03/2026,Large French P,0,1,0,No,0,Coburt
09:10:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:10:00,29/03/2026,Flat White,Regular,2,0,No,0,Coburt
09:15:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:15:00,29/03/2026,Flat White,Skinny,2,0,No,0,Coburt
09:18:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:18:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
09:19:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:19:00,29/03/2026,Tea Limon & G,0,2,0,No,0,Coburt
09:21:00,29/03/2026,Tea Early Grey,0,1,0,No,0,Coburt
09:21:00,29/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
09:21:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:21:00,29/03/2029,Cappuccino,Regular,2,0,No,0,Coburt
09:21:00,29/03/2029,Hot Chocolate,Regular,3,0,No,0,Coburt
09:25:00,29/03/2029,Latte,Regular,1,0,No,0,Coburt
09:27:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:30:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:31:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:32:00,29/03/2026,Latte,Regular,1,0,No,0,Coburt
09:32:00,29/03/2026,Latte,Regular,2,0,No,0,Coburt
09:33:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:34:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:34:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
09:36:00,29/03/2026,Latte,Regular,1,0,No,Caramel,Coburt
09:38:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:38:00,29/03/2026,Americano,0,2,0,No,0,Coburt
09:38:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:37:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:37:00,29/03/2026,Flat White,Regular,2,0,No,0,Coburt
09:39:00,29/03/2026,Cappuccino,Regular,1,0,Yes,0,Coburt
09:39:00,29/03/2026,Americano,0,2,0,Yes,0,Coburt
09:39:00,29/03/2026,Americano,0,3,0,No,0,Coburt
09:40:00,29/03/2026,Americano,0,1,0,Yes,0,Coburt
09:40:00,29/03/2026,Flat White,Skinny,2,0,Yes,0,Coburt
09:38:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:40:00,29/03/2026,Latte,Regular,1,0,Yes,0,Coburt
09:45:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:45:00,29/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
09:45:00,29/03/2026,Americano,0,3,0,No,0,Coburt
09:45:00,29/03/2026,Americano,0,4,0,No,0,Coburt
09:50:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:50:00,29/03/2026,Tea PP Mint,0,1,0,No,0,Coburt
09:53:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:53:00,29/03/2026,Chai Latte,Regular,1,0,No,0,Coburt
09:49:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
09:49:00,29/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
09:56:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
09:56:00,29/03/2026,ICE Latte,Regular,2,0,No,Vanilla,Coburt
09:57:00,29/03/2026,Americano,0,1,0,No,0,Coburt
09:57:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:06:00,29/03/2026,Large French P,Soya,1,0,No,0,Coburt
10:07:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:07:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:07:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:07:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:09:00,29/03/2026,Flat White,Regular,1,0,No,0,Coburt
10:11:00,29/03/2026,Large French P,0,1,0,No,0,Coburt
10:13:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:13:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:14:00,29/03/2026,Hot Chocolate,Regular,1,0,No,0,Coburt
10:17:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:17:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
10:18:00,29/03/2026,Large French P,0,1,0,No,0,Coburt
10:19:00,29/03/2026,Espresso,0,1,0,No,0,Coburt
10:19:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
10:22:00,29/03/2026,Cappuccino,Skinny,1,0,No,0,Coburt
10:22:00,29/03/2026,Cappuccino,Skinny,2,0,No,0,Coburt
10:22:00,29/03/2026,Americano,,3,0,No,0,Coburt
10:23:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
10:23:00,29/03/2026,Small French P,0,2,0,No,0,Coburt
10:28:00,29/03/2026,Americano,Decaf,1,0,No,0,Coburt
10:28:00,29/03/2026,Americano,,1,0,No,0,Coburt
10:29:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:29:00,29/03/2026,Tea Iris Break,0,2,0,No,0,Coburt
10:30:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:30:00,29/03/2026,Tea PP Mint,0,2,0,No,0,Coburt
10:33:00,29/03/2026,Small French P,0,1,0,No,0,Coburt
10:34:00,29/03/2026,Tea Iris Break,OAT MILK,1,0,No,0,Coburt
10:37:00,29/03/2026,Large French P,0,1,0,No,0,Coburt
10:39:00,29/03/2026,Tea PP Mint,0,1,0,No,0,Coburt
10:39:00,29/03/2026,Tea Early Grey,0,2,0,No,0,Coburt
10:39:00,29/03/2026,Hot Chocolate,Regular,1,0,No,0,Coburt
10:39:00,29/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
10:41:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:41:00,29/03/2026,Green tea,0,2,0,No,0,Coburt
10:43:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:45:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:45:00,29/03/2026,Cappuccino,Regular,2,0,No,0,Coburt
10:47:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:47:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:47:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:47:00,29/03/2026,Americano,0,3,0,No,0,Coburt
10:47:00,29/03/2026,Americano,0,4,0,No,0,Coburt
10:49:00,29/03/2026,Espresso,0,1,0,No,0,Coburt
10:47:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:47:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:48:00,29/03/2026,M French P,0,1,0,No,0,Coburt
10:51:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:51:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:51:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
10:53:00,29/03/2026,Americano,0,1,0,No,0,Coburt
10:55:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
10:55:00,29/03/2026,Americano,0,2,0,No,0,Coburt
06:23:00,2026'03/29,Tea Camomile,0,1,0,No,0,Coburt
06:23:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:57:00,29/03/2026,Cappuccino,Regular,1,0,No,0,Coburt
10:57:00,29/03/2026,Americano,0,2,0,No,0,Coburt
10:52:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
11:00:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
11:05:00,29/03/2026,Tea PP Mint,0,1,0,No,0,Coburt
11:06:00,29/03/2026,Tea Iris Break,0,1,0,No,0,Coburt
